StudentID,HistorySummaries,AcademicYear,ExtractedAt
42683,"[{'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2013-2014', 'SchoolCode': 14, 'DaysEnrolled': 180, 'DaysPresent': 163, 'DaysAbsence': 17, 'DaysExcused': 17, 'DaysUnexcused': 0, 'DaysTardy': 4, 'DaysOfTruancy': 0, 'DaysSuspension': 0}, {'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2014-2015', 'SchoolCode': 14, 'DaysEnrolled': 179, 'DaysPresent': 167, 'DaysAbsence': 12, 'DaysExcused': 12, 'DaysUnexcused': 0, 'DaysTardy': 6, 'DaysOfTruancy': 0, 'DaysSuspension': 0}, {'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2015-2016', 'SchoolCode': 14, 'DaysEnrolled': 180, 'DaysPresent': 162, 'DaysAbsence': 18, 'DaysExcused': 14, 'DaysUnexcused': 4, 'DaysTardy': 1, 'DaysOfTruancy': 4, 'DaysSuspension': 0}, {'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2016-2017', 'SchoolCode': 14, 'DaysEnrolled': 180, 'DaysPresent': 167, 'DaysAbsence': 13, 'DaysExcused': 13, 'DaysUnexcused': 0, 'DaysTardy': 0, 'DaysOfTruancy': 0, 'DaysSuspension': 0}, {'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2017-2018', 'SchoolCode': 14, 'DaysEnrolled': 179, 'DaysPresent': 160, 'DaysAbsence': 19, 'DaysExcused': 17, 'DaysUnexcused': 2, 'DaysTardy': 1, 'DaysOfTruancy': 2, 'DaysSuspension': 0}, {'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2018-2019', 'SchoolCode': 14, 'DaysEnrolled': 179, 'DaysPresent': 173, 'DaysAbsence': 6, 'DaysExcused': 4, 'DaysUnexcused': 2, 'DaysTardy': 0, 'DaysOfTruancy': 2, 'DaysSuspension': 0}, {'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2019-2020', 'SchoolCode': 14, 'DaysEnrolled': 177, 'DaysPresent': 167, 'DaysAbsence': 10, 'DaysExcused': 10, 'DaysUnexcused': 0, 'DaysTardy': 0, 'DaysOfTruancy': 0, 'DaysSuspension': 0}, {'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2020-2021', 'SchoolCode': 16, 'DaysEnrolled': 180, 'DaysPresent': 168, 'DaysAbsence': 12, 'DaysExcused': 11, 'DaysUnexcused': 1, 'DaysTardy': 0, 'DaysOfTruancy': 34, 'DaysSuspension': 0}, {'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2021-2022', 'SchoolCode': 16, 'DaysEnrolled': 180, 'DaysPresent': 170, 'DaysAbsence': 10, 'DaysExcused': 10, 'DaysUnexcused': 0, 'DaysTardy': 78, 'DaysOfTruancy': 0, 'DaysSuspension': 0}, {'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2022-2023', 'SchoolCode': 16, 'DaysEnrolled': 180, 'DaysPresent': 154, 'DaysAbsence': 26, 'DaysExcused': 19, 'DaysUnexcused': 7, 'DaysTardy': 44, 'DaysOfTruancy': 7, 'DaysSuspension': 0}]",2022-2023,2026-02-22T00:18:21.256627
42709,"[{'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2013-2014', 'SchoolCode': 19, 'DaysEnrolled': 180, 'DaysPresent': 179, 'DaysAbsence': 1, 'DaysExcused': 1, 'DaysUnexcused': 0, 'DaysTardy': 2, 'DaysOfTruancy': 0, 'DaysSuspension': 0}, {'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2014-2015', 'SchoolCode': 19, 'DaysEnrolled': 179, 'DaysPresent': 159, 'DaysAbsence': 20, 'DaysExcused': 20, 'DaysUnexcused': 0, 'DaysTardy': 6, 'DaysOfTruancy': 0, 'DaysSuspension': 0}, {'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2015-2016', 'SchoolCode': 19, 'DaysEnrolled': 180, 'DaysPresent': 178, 'DaysAbsence': 2, 'DaysExcused': 0, 'DaysUnexcused': 2, 'DaysTardy': 1, 'DaysOfTruancy': 2, 'DaysSuspension': 0}, {'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2016-2017', 'SchoolCode': 19, 'DaysEnrolled': 180, 'DaysPresent': 173, 'DaysAbsence': 7, 'DaysExcused': 7, 'DaysUnexcused': 0, 'DaysTardy': 5, 'DaysOfTruancy': 0, 'DaysSuspension': 0}, {'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2017-2018', 'SchoolCode': 19, 'DaysEnrolled': 179, 'DaysPresent': 176, 'DaysAbsence': 3, 'DaysExcused': 3, 'DaysUnexcused': 0, 'DaysTardy': 9, 'DaysOfTruancy': 0, 'DaysSuspension': 0}, {'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2018-2019', 'SchoolCode': 19, 'DaysEnrolled': 179, 'DaysPresent': 178, 'DaysAbsence': 1, 'DaysExcused': 1, 'DaysUnexcused': 0, 'DaysTardy': 9, 'DaysOfTruancy': 0, 'DaysSuspension': 0}, {'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2019-2020', 'SchoolCode': 19, 'DaysEnrolled': 177, 'DaysPresent': 174, 'DaysAbsence': 3, 'DaysExcused': 3, 'DaysUnexcused': 0, 'DaysTardy': 8, 'DaysOfTruancy': 0, 'DaysSuspension': 0}, {'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2020-2021', 'SchoolCode': 16, 'DaysEnrolled': 180, 'DaysPresent': 180, 'DaysAbsence': 0, 'DaysExcused': 0, 'DaysUnexcused': 0, 'DaysTardy': 0, 'DaysOfTruancy': 5, 'DaysSuspension': 0}, {'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2021-2022', 'SchoolCode': 16, 'DaysEnrolled': 180, 'DaysPresent': 176, 'DaysAbsence': 4, 'DaysExcused': 1, 'DaysUnexcused': 3, 'DaysTardy': 0, 'DaysOfTruancy': 3, 'DaysSuspension': 0}, {'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2022-2023', 'SchoolCode': 16, 'DaysEnrolled': 180, 'DaysPresent': 179, 'DaysAbsence': 1, 'DaysExcused': 0, 'DaysUnexcused': 1, 'DaysTardy': 0, 'DaysOfTruancy': 1, 'DaysSuspension': 0}]",2022-2023,2026-02-22T00:18:21.256627
42730,"[{'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2013-2014', 'SchoolCode': 14, 'DaysEnrolled': 180, 'DaysPresent': 163, 'DaysAbsence': 17, 'DaysExcused': 17, 'DaysUnexcused': 0, 'DaysTardy': 3, 'DaysOfTruancy': 0, 'DaysSuspension': 0}, {'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2014-2015', 'SchoolCode': 14, 'DaysEnrolled': 179, 'DaysPresent': 167, 'DaysAbsence': 12, 'DaysExcused': 11, 'DaysUnexcused': 1, 'DaysTardy': 10, 'DaysOfTruancy': 1, 'DaysSuspension': 0}, {'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2015-2016', 'SchoolCode': 14, 'DaysEnrolled': 180, 'DaysPresent': 170, 'DaysAbsence': 10, 'DaysExcused': 9, 'DaysUnexcused': 1, 'DaysTardy': 19, 'DaysOfTruancy': 1, 'DaysSuspension': 0}, {'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2016-2017', 'SchoolCode': 14, 'DaysEnrolled': 180, 'DaysPresent': 158, 'DaysAbsence': 22, 'DaysExcused': 22, 'DaysUnexcused': 0, 'DaysTardy': 13, 'DaysOfTruancy': 0, 'DaysSuspension': 0}, {'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2017-2018', 'SchoolCode': 14, 'DaysEnrolled': 179, 'DaysPresent': 166, 'DaysAbsence': 13, 'DaysExcused': 12, 'DaysUnexcused': 1, 'DaysTardy': 3, 'DaysOfTruancy': 1, 'DaysSuspension': 0}, {'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2018-2019', 'SchoolCode': 14, 'DaysEnrolled': 179, 'DaysPresent': 160, 'DaysAbsence': 19, 'DaysExcused': 18, 'DaysUnexcused': 1, 'DaysTardy': 2, 'DaysOfTruancy': 1, 'DaysSuspension': 0}, {'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2019-2020', 'SchoolCode': 14, 'DaysEnrolled': 177, 'DaysPresent': 156, 'DaysAbsence': 21, 'DaysExcused': 21, 'DaysUnexcused': 0, 'DaysTardy': 1, 'DaysOfTruancy': 0, 'DaysSuspension': 0}, {'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2020-2021', 'SchoolCode': 16, 'DaysEnrolled': 180, 'DaysPresent': 179, 'DaysAbsence': 1, 'DaysExcused': 1, 'DaysUnexcused': 0, 'DaysTardy': 0, 'DaysOfTruancy': 6, 'DaysSuspension': 0}, {'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2021-2022', 'SchoolCode': 16, 'DaysEnrolled': 180, 'DaysPresent': 157, 'DaysAbsence': 23, 'DaysExcused': 20, 'DaysUnexcused': 3, 'DaysTardy': 0, 'DaysOfTruancy': 3, 'DaysSuspension': 0}, {'AttendanceProgramCodePrimary': '', 'ReportingSchoolCode': 0, 'DaysCompleteIndependentStudy': 0, 'DaysIncompleteIndependentStudy': 0, 'DaysInSchoolSuspension': 0, 'PeriodsExpectedToAttend': 0, 'PeriodsAttended': 0, 'PeriodsOutOfSchoolSuspension': 0, 'PeriodsAttendedInSchoolSuspension': 0, 'PeriodsExcusedAbsence': 0, 'PeriodsUnexcusedAbsence': 0, 'PeriodsCompleteIndependentStudy': 0, 'PeriodsIncompleteIndependentStudy': 0, 'SchoolYear': '2022-2023', 'SchoolCode': 16, 'DaysEnrolled': 180, 'DaysPresent': 167, 'DaysAbsence': 13, 'DaysExcused': 11, 'DaysUnexcused': 2, 'DaysTardy': 0, 'DaysOfTruancy': 2, 'DaysSuspension': 0}]",2022-2023,2026-02-22T00:18:21.256627
