StudentID,AcademicYear,ExtractedAt,SchoolCode,CourseID,CourseTitle,Period,SectionNumber,TeacherNumber,MP_PrimaryStaffID,MP_Hours,MP_AttendanceBasedGradesIndicator,MP_MarkingPeriod,MP_Mark,MP_Credit,MP_Comment1Code,MP_Comment2Code,MP_Comment3Code,MP_CitizenshipCode,MP_WorkHabitsCode,MP_TotalAbsences,MP_TotalTardies,MP_TotalDaysEnrolled,MP_TotalDaysPresent,MP_TotalExcusedAbsences,MP_TotalUnExcusedAbsences,MP_TotalDaysOfSuspension
46560,2025-2026,2026-02-22T00:23:44.296761,16,000103,Science 8,Per 3,1163,0,464,0.0,,1,B+,1.0,,,,,,0,1,32,32,0,0,0
46560,2025-2026,2026-02-22T00:23:44.296761,16,000103,Science 8,Per 3,1163,0,464,0.0,,2,B+,1.0,9,E,,S,S,0,2,56,56,0,0,0
46560,2025-2026,2026-02-22T00:23:44.296761,16,000103,Science 8,Per 3,1163,0,464,0.0,,3,B,1.0,,,,S,S,0,0,62,62,0,0,0
46560,2025-2026,2026-02-22T00:23:44.296761,16,000203,Social St. 8,Per 5,1211,0,167,0.0,,1,B,1.0,Q,,,N,S,2,1,32,30,1,1,0
46560,2025-2026,2026-02-22T00:23:44.296761,16,000203,Social St. 8,Per 5,1211,0,167,0.0,,2,B,1.0,3,,,S,S,3,1,56,53,2,1,0
46560,2025-2026,2026-02-22T00:23:44.296761,16,000203,Social St. 8,Per 5,1211,0,167,0.0,,3,B,1.0,3,,,S,S,2,1,62,60,2,0,0
46560,2025-2026,2026-02-22T00:23:44.296761,16,000325,CC Math 8,Per 1,1077,0,103262,0.0,,1,C-,1.0,Q,,,S,S,2,5,32,30,1,1,0
46560,2025-2026,2026-02-22T00:23:44.296761,16,000325,CC Math 8,Per 1,1077,0,103262,0.0,,2,B-,1.0,C,L,,S,S,2,9,56,54,1,1,0
46560,2025-2026,2026-02-22T00:23:44.296761,16,000325,CC Math 8,Per 1,1077,0,103262,0.0,,3,C-,1.0,P3,,,S,S,0,6,62,62,0,0,0
46560,2025-2026,2026-02-22T00:23:44.296761,16,000403,Lang Arts 8,Per 7,1206,0,167,0.0,,1,B,1.0,Q,,,N,S,1,1,32,31,1,0,0
46560,2025-2026,2026-02-22T00:23:44.296761,16,000403,Lang Arts 8,Per 7,1206,0,167,0.0,,2,B+,1.0,3,Q,,S,S,3,3,56,53,3,0,0
46560,2025-2026,2026-02-22T00:23:44.296761,16,000403,Lang Arts 8,Per 7,1206,0,167,0.0,,3,B-,1.0,Q,L,,N,S,4,3,62,58,4,0,0
46560,2025-2026,2026-02-22T00:23:44.296761,16,000511,Spanish 1B,Per 6,1215,0,443,0.0,,1,A-,1.0,0,,,S,S,2,0,32,30,1,1,0
46560,2025-2026,2026-02-22T00:23:44.296761,16,000511,Spanish 1B,Per 6,1215,0,443,0.0,,2,B,1.0,0,N,,S,S,2,3,56,54,1,1,0
46560,2025-2026,2026-02-22T00:23:44.296761,16,000511,Spanish 1B,Per 6,1215,0,443,0.0,,3,B-,1.0,0,,,S,S,2,4,62,60,2,0,0
46560,2025-2026,2026-02-22T00:23:44.296761,16,000705,PE 7/8,Per 2,1176,0,103236,0.0,,1,A,1.0,9,,,S,S,2,0,32,30,1,1,0
46560,2025-2026,2026-02-22T00:23:44.296761,16,000705,PE 7/8,Per 2,1176,0,103236,0.0,,2,B,1.0,P1,,,S,,2,1,56,54,1,1,0
46560,2025-2026,2026-02-22T00:23:44.296761,16,000705,PE 7/8,Per 2,1176,0,103236,0.0,,3,B-,1.0,P1,P3,,S,S,0,0,62,62,0,0,0
46560,2025-2026,2026-02-22T00:23:44.296761,16,001242,AcWork,Per 4,1013,0,406,0.0,,1,P,1.0,,,,S,S,0,2,32,32,0,0,0
46560,2025-2026,2026-02-22T00:23:44.296761,16,001242,AcWork,Per 4,1013,0,406,0.0,,2,P,1.0,3,,,S,S,1,2,56,55,1,0,0
46560,2025-2026,2026-02-22T00:23:44.296761,16,001242,AcWork,Per 4,1013,0,406,0.0,,3,P,1.0,,,,S,S,1,0,62,61,1,0,0
46560,2025-2026,2026-02-22T00:23:44.296761,16,002000,Study Hall,StudyH,1314,0,464,0.0,,3,,0.0,,,,,,2,1,62,60,2,0,0
46568,2025-2026,2026-02-22T00:23:44.296761,16,000103,Science 8,Per 3,1163,0,464,0.0,,1,A,1.0,,,,,,0,1,32,32,0,0,0
46568,2025-2026,2026-02-22T00:23:44.296761,16,000103,Science 8,Per 3,1163,0,464,0.0,,2,A,1.0,3,1,,S,S,1,1,56,55,1,0,0
46568,2025-2026,2026-02-22T00:23:44.296761,16,000103,Science 8,Per 3,1163,0,464,0.0,,3,A,1.0,,,,S,S,0,0,62,62,0,0,0
46568,2025-2026,2026-02-22T00:23:44.296761,16,000203,Social St. 8,Per 7,1138,0,373,0.0,,1,A,1.0,,,,S,,0,0,32,32,0,0,0
46568,2025-2026,2026-02-22T00:23:44.296761,16,000203,Social St. 8,Per 7,1138,0,373,0.0,,2,A,1.0,0,,,S,,1,0,56,55,1,0,0
46568,2025-2026,2026-02-22T00:23:44.296761,16,000203,Social St. 8,Per 7,1138,0,373,0.0,,3,A,1.0,,,,S,,0,0,62,62,0,0,0
46568,2025-2026,2026-02-22T00:23:44.296761,16,000325,CC Math 8,Per 1,1077,0,103262,0.0,,1,A-,1.0,,,,S,S,0,0,32,32,0,0,0
46568,2025-2026,2026-02-22T00:23:44.296761,16,000325,CC Math 8,Per 1,1077,0,103262,0.0,,2,A-,1.0,1,,,S,S,1,0,56,55,1,0,0
46568,2025-2026,2026-02-22T00:23:44.296761,16,000325,CC Math 8,Per 1,1077,0,103262,0.0,,3,B,1.0,,,,S,S,0,0,62,62,0,0,0
46568,2025-2026,2026-02-22T00:23:44.296761,16,000403,Lang Arts 8,Per 6,1137,0,373,0.0,,1,A,1.0,,,,S,,0,1,32,32,0,0,0
46568,2025-2026,2026-02-22T00:23:44.296761,16,000403,Lang Arts 8,Per 6,1137,0,373,0.0,,2,A,1.0,0,3,,S,,1,1,56,55,1,0,0
46568,2025-2026,2026-02-22T00:23:44.296761,16,000403,Lang Arts 8,Per 6,1137,0,373,0.0,,3,A,1.0,,,,S,,0,0,62,62,0,0,0
46568,2025-2026,2026-02-22T00:23:44.296761,16,000604,Band 7/8,Per 2,1017,0,2040258,0.0,,1,A,1.0,,,,S,S,0,0,32,32,0,0,0
46568,2025-2026,2026-02-22T00:23:44.296761,16,000604,Band 7/8,Per 2,1017,0,2040258,0.0,,2,A,1.0,,,,S,S,0,0,56,56,0,0,0
46568,2025-2026,2026-02-22T00:23:44.296761,16,000604,Band 7/8,Per 2,1017,0,2040258,0.0,,3,A,1.0,,,,S,S,0,0,62,62,0,0,0
46568,2025-2026,2026-02-22T00:23:44.296761,16,000705,PE 7/8,Per 4,1180,0,135,0.0,,1,A,1.0,,,,S,,0,0,32,32,0,0,0
46568,2025-2026,2026-02-22T00:23:44.296761,16,000705,PE 7/8,Per 4,1180,0,135,0.0,,2,A,1.0,,,,S,,1,0,56,55,1,0,0
46568,2025-2026,2026-02-22T00:23:44.296761,16,000705,PE 7/8,Per 4,1180,0,135,0.0,,3,A,1.0,,,,S,,0,0,62,62,0,0,0
46568,2025-2026,2026-02-22T00:23:44.296761,16,000900,Aide,Per 5,1229,0,6246,0.0,,1,P,1.0,6,,,S,,0,0,32,32,0,0,0
46568,2025-2026,2026-02-22T00:23:44.296761,16,000900,Aide,Per 5,1229,0,6246,0.0,,2,P,1.0,6,,,S,,0,0,56,56,0,0,0
46568,2025-2026,2026-02-22T00:23:44.296761,16,000900,Aide,Per 5,1229,0,6246,0.0,,3,P,1.0,6,,,S,,0,0,62,62,0,0,0
46568,2025-2026,2026-02-22T00:23:44.296761,16,002000,Study Hall,StudyH,1314,0,464,0.0,,3,,0.0,,,,,,0,2,62,62,0,0,0
46569,2025-2026,2026-02-22T00:23:44.296761,16,000103,Science 8,Per 1,1221,0,110,0.0,,1,B-,1.0,,,,,,0,0,32,32,0,0,0
46569,2025-2026,2026-02-22T00:23:44.296761,16,000103,Science 8,Per 1,1221,0,110,0.0,,2,C,1.0,Y,E,,S,S,0,1,56,56,0,0,0
46569,2025-2026,2026-02-22T00:23:44.296761,16,000103,Science 8,Per 1,1221,0,110,0.0,,3,C-,1.0,U,,,S,,0,1,62,62,0,0,0
46569,2025-2026,2026-02-22T00:23:44.296761,16,000203,Social St. 8,Per 4,1210,0,144,0.0,,1,A,1.0,,,,S,S,0,0,32,32,0,0,0
46569,2025-2026,2026-02-22T00:23:44.296761,16,000203,Social St. 8,Per 4,1210,0,144,0.0,,2,A-,1.0,3,E,,S,S,0,0,56,56,0,0,0
46569,2025-2026,2026-02-22T00:23:44.296761,16,000203,Social St. 8,Per 4,1210,0,144,0.0,,3,A-,1.0,,,,S,S,0,0,62,62,0,0,0
46569,2025-2026,2026-02-22T00:23:44.296761,16,000325,CC Math 8,Per 6,1081,0,372,0.0,,1,B,1.0,,,,S,S,0,0,32,32,0,0,0
46569,2025-2026,2026-02-22T00:23:44.296761,16,000325,CC Math 8,Per 6,1081,0,372,0.0,,2,D+,1.0,F,V,R,S,N,0,0,56,56,0,0,0
46569,2025-2026,2026-02-22T00:23:44.296761,16,000325,CC Math 8,Per 6,1081,0,372,0.0,,3,B-,1.0,,,,S,S,0,1,62,62,0,0,0
46569,2025-2026,2026-02-22T00:23:44.296761,16,000403,Lang Arts 8,Per 3,1202,0,2211227,0.0,,1,A-,1.0,3,,,S,S,0,0,32,32,0,0,0
46569,2025-2026,2026-02-22T00:23:44.296761,16,000403,Lang Arts 8,Per 3,1202,0,2211227,0.0,,2,C,1.0,U,,,S,S,0,1,56,56,0,0,0
46569,2025-2026,2026-02-22T00:23:44.296761,16,000403,Lang Arts 8,Per 3,1202,0,2211227,0.0,,3,C+,1.0,,,,S,S,0,0,62,62,0,0,0
46569,2025-2026,2026-02-22T00:23:44.296761,16,000511,Spanish 1B,Per 7,1076,0,443,0.0,,1,A,1.0,0,3,,S,S,0,1,32,32,0,0,0
46569,2025-2026,2026-02-22T00:23:44.296761,16,000511,Spanish 1B,Per 7,1076,0,443,0.0,,2,A,1.0,1,3,,S,S,1,2,56,55,1,0,0
46569,2025-2026,2026-02-22T00:23:44.296761,16,000511,Spanish 1B,Per 7,1076,0,443,0.0,,3,A,1.0,3,,,S,S,0,0,62,62,0,0,0
46569,2025-2026,2026-02-22T00:23:44.296761,16,000705,PE 7/8,Per 2,1176,0,103236,0.0,,1,B,1.0,P3,P1,,S,S,0,0,32,32,0,0,0
46569,2025-2026,2026-02-22T00:23:44.296761,16,000705,PE 7/8,Per 2,1176,0,103236,0.0,,2,B-,1.0,P1,P3,,N,,0,1,56,56,0,0,0
46569,2025-2026,2026-02-22T00:23:44.296761,16,000705,PE 7/8,Per 2,1176,0,103236,0.0,,3,A-,1.0,9,,,S,S,0,1,62,62,0,0,0
46569,2025-2026,2026-02-22T00:23:44.296761,16,000707,Cross Training,Per 5,1020,0,103236,0.0,,1,B+,1.0,P3,,,N,N,0,0,32,32,0,0,0
46569,2025-2026,2026-02-22T00:23:44.296761,16,000707,Cross Training,Per 5,1020,0,103236,0.0,,2,B,1.0,P3,,,S,,0,0,56,56,0,0,0
46569,2025-2026,2026-02-22T00:23:44.296761,16,000707,Cross Training,Per 5,1020,0,103236,0.0,,3,A-,1.0,9,,,S,S,0,0,62,62,0,0,0
46569,2025-2026,2026-02-22T00:23:44.296761,16,002000,Study Hall,StudyH,1306,0,443,0.0,,3,,0.0,,,,,,0,0,62,62,0,0,0
46571,2025-2026,2026-02-22T00:23:44.296761,16,000103,Science 8,Per 3,1163,0,464,0.0,,1,A,1.0,,,,,,0,0,32,32,0,0,0
46571,2025-2026,2026-02-22T00:23:44.296761,16,000103,Science 8,Per 3,1163,0,464,0.0,,2,A,1.0,9,4,1,S,S,1,0,56,55,1,0,0
46571,2025-2026,2026-02-22T00:23:44.296761,16,000103,Science 8,Per 3,1163,0,464,0.0,,3,A,1.0,,,,S,S,2,0,62,60,2,0,0
46571,2025-2026,2026-02-22T00:23:44.296761,16,000203,Social St. 8,Per 5,1211,0,167,0.0,,1,A,1.0,1,,,S,S,0,0,32,32,0,0,0
46571,2025-2026,2026-02-22T00:23:44.296761,16,000203,Social St. 8,Per 5,1211,0,167,0.0,,2,A,1.0,1,,,S,S,0,1,56,56,0,0,0
46571,2025-2026,2026-02-22T00:23:44.296761,16,000203,Social St. 8,Per 5,1211,0,167,0.0,,3,A,1.0,1,,,S,S,2,0,62,60,2,0,0
46571,2025-2026,2026-02-22T00:23:44.296761,16,000325,CC Math 8,Per 1,1077,0,103262,0.0,,1,A,1.0,,,,S,S,0,1,32,32,0,0,0
46571,2025-2026,2026-02-22T00:23:44.296761,16,000325,CC Math 8,Per 1,1077,0,103262,0.0,,2,A,1.0,1,,,S,S,1,1,56,55,1,0,0
46571,2025-2026,2026-02-22T00:23:44.296761,16,000325,CC Math 8,Per 1,1077,0,103262,0.0,,3,A-,1.0,,,,S,S,2,0,62,60,2,0,0
46571,2025-2026,2026-02-22T00:23:44.296761,16,000403,Lang Arts 8,Per 7,1206,0,167,0.0,,1,A,1.0,1,,,S,S,0,0,32,32,0,0,0
46571,2025-2026,2026-02-22T00:23:44.296761,16,000403,Lang Arts 8,Per 7,1206,0,167,0.0,,2,A,1.0,1,,,S,S,1,0,56,55,1,0,0
46571,2025-2026,2026-02-22T00:23:44.296761,16,000403,Lang Arts 8,Per 7,1206,0,167,0.0,,3,A,1.0,1,,,S,S,2,0,62,60,2,0,0
46571,2025-2026,2026-02-22T00:23:44.296761,16,000705,PE 7/8,Per 4,1181,0,171,0.0,,1,A,1.0,,,,S,,0,0,32,32,0,0,0
46571,2025-2026,2026-02-22T00:23:44.296761,16,000705,PE 7/8,Per 4,1181,0,171,0.0,,2,A,1.0,,,,S,,1,0,56,55,1,0,0
46571,2025-2026,2026-02-22T00:23:44.296761,16,000705,PE 7/8,Per 4,1181,0,171,0.0,,3,A,1.0,,,,S,,2,0,62,60,2,0,0
46571,2025-2026,2026-02-22T00:23:44.296761,16,000803,Art,Per 6,1070,0,433,0.0,,1,A,1.0,,,,,,0,0,32,32,0,0,0
46571,2025-2026,2026-02-22T00:23:44.296761,16,000803,Art,Per 6,1070,0,433,0.0,,2,A-,1.0,F,,,S,S,1,0,56,55,1,0,0
46571,2025-2026,2026-02-22T00:23:44.296761,16,000803,Art,Per 6,1070,0,433,0.0,,3,A,1.0,,,,,,2,0,62,60,2,0,0
46571,2025-2026,2026-02-22T00:23:44.296761,16,001201,Drama 7/8,Per 2,1062,0,373,0.0,,1,A,1.0,,,,S,,0,0,32,32,0,0,0
46571,2025-2026,2026-02-22T00:23:44.296761,16,001201,Drama 7/8,Per 2,1062,0,373,0.0,,2,A,1.0,9,1,,S,,0,0,56,56,0,0,0
46571,2025-2026,2026-02-22T00:23:44.296761,16,001201,Drama 7/8,Per 2,1062,0,373,0.0,,3,A,1.0,,,,S,,2,0,62,60,2,0,0
46571,2025-2026,2026-02-22T00:23:44.296761,16,002000,Study Hall,StudyH,1314,0,464,0.0,,3,,0.0,,,,,,0,0,62,62,0,0,0
44017,2025-2026,2026-02-22T00:23:44.296761,16,000103,Science 8,Per 7,1167,0,110,0.0,,1,B,1.0,,,,,,0,0,32,32,0,0,0
44017,2025-2026,2026-02-22T00:23:44.296761,16,000103,Science 8,Per 7,1167,0,110,0.0,,2,B-,1.0,U,D,,S,S,1,0,56,55,1,0,0
44017,2025-2026,2026-02-22T00:23:44.296761,16,000103,Science 8,Per 7,1167,0,110,0.0,,3,B,1.0,,,,S,,3,0,62,59,3,0,0
44017,2025-2026,2026-02-22T00:23:44.296761,16,000203,Social St. 8,Per 2,1209,0,144,0.0,,1,A,1.0,,,,S,S,1,0,32,31,1,0,0
44017,2025-2026,2026-02-22T00:23:44.296761,16,000203,Social St. 8,Per 2,1209,0,144,0.0,,2,A,1.0,3,D,,S,S,1,0,56,55,1,0,0
44017,2025-2026,2026-02-22T00:23:44.296761,16,000203,Social St. 8,Per 2,1209,0,144,0.0,,3,B+,1.0,,,,S,S,2,1,62,60,2,0,0
44017,2025-2026,2026-02-22T00:23:44.296761,16,000403,Lang Arts 8,Per 3,1202,0,2211227,0.0,,1,A,1.0,3,,,S,S,0,0,32,32,0,0,0
44017,2025-2026,2026-02-22T00:23:44.296761,16,000403,Lang Arts 8,Per 3,1202,0,2211227,0.0,,2,B,1.0,3,,,S,S,0,0,56,56,0,0,0
44017,2025-2026,2026-02-22T00:23:44.296761,16,000403,Lang Arts 8,Per 3,1202,0,2211227,0.0,,3,A-,1.0,,,,S,S,3,0,62,59,3,0,0
44017,2025-2026,2026-02-22T00:23:44.296761,16,000511,Spanish 1B,Per 4,1214,0,443,0.0,,1,A,1.0,0,3,,S,S,0,0,32,32,0,0,0
