StudentID,SchoolCode,ClassRank,ClassSize,ClassRank1012,GPA_CumulativeAcademic,GPA_CumulativeTotal,GPA_CumulativeAcademic1012,GPA_CumulativeAcademicNonWeighted,GPA_CumulativeTotalNonWeighted,GPA_CumulativeAcademic1012NonWeighted,GradePointsCumulative,GPA_UC_Preliminary,GPA_CSU_Preliminary,GPA_CumulativeCitizenship,GPA_GradeReportingCitizenship,CreditsAttempted,CreditsCompleted,GPA_GradeReportingAcademic,GPA_GradeReportingTotal,GPA_GradeReportingAcademicNonWeighted,GPA_GradeReportingTotalNonWeighted,GradeReportingClassRank,GradeReportingClassSize,GradeReportingCreditsAttempted,GradeReportingCreditsCompleted,AcademicYear,ExtractedAt
45872,16,58,212,1,3.8925,3.8925,0.0,3.8925,3.8925,0.0,41.26,0.0,0.0,0.0,0.0,55.0,55.0,3.8143,3.8143,3.8143,3.8143,77,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43400,16,112,212,1,3.6542,3.6542,0.0,3.6542,3.6542,0.0,43.12,0.0,0.0,0.0,0.0,61.0,61.0,3.8286,3.8286,3.8286,3.8286,75,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43401,16,176,212,1,2.9321,2.9321,0.0,2.9321,2.9321,0.0,32.84,0.0,0.0,0.0,0.0,58.0,58.0,2.3857,2.3857,2.3857,2.3857,177,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43405,16,55,212,1,3.9085,3.9085,0.0,3.9085,3.9085,0.0,46.12,0.0,0.0,0.0,0.0,61.0,61.0,3.8714,3.8714,3.8714,3.8714,56,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43407,16,41,212,1,3.9474,3.9474,0.0,3.9474,3.9474,0.0,45.0,0.0,0.0,0.0,0.0,58.0,58.0,3.9571,3.9571,3.9571,3.9571,25,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43423,16,106,212,1,3.6661,3.6661,0.0,3.6661,3.6661,0.0,41.06,0.0,0.0,0.0,0.0,58.0,58.0,3.3,3.3,3.3,3.3,136,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43528,16,1,212,1,4.0,4.0,0.0,4.0,4.0,0.0,44.8,0.0,0.0,0.0,0.0,61.0,61.0,4.0,4.0,4.0,4.0,1,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43532,16,71,212,1,3.8446,3.8446,0.0,3.8446,3.8446,0.0,43.06,0.0,0.0,0.0,0.0,58.0,58.0,3.9143,3.9143,3.9143,3.9143,43,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43557,16,156,212,1,3.2386,3.2386,0.0,3.2386,3.2386,0.0,36.92,0.0,0.0,0.0,0.0,58.0,58.0,2.1714,2.1714,2.1714,2.1714,187,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43624,16,59,212,1,3.8881,3.8881,0.0,3.8881,3.8881,0.0,45.88,0.0,0.0,0.0,0.0,61.0,61.0,3.8714,3.8714,3.8714,3.8714,56,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43626,16,75,212,1,3.8393,3.8393,0.0,3.8393,3.8393,0.0,43.0,0.0,0.0,0.0,0.0,58.0,58.0,3.7714,3.7714,3.7714,3.7714,84,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43627,16,83,212,1,3.8193,3.8193,0.0,3.8193,3.8193,0.0,43.54,0.0,0.0,0.0,0.0,58.0,58.0,3.6,3.6,3.6,3.6,111,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43628,16,34,212,1,3.9614,3.9614,0.0,3.9614,3.9614,0.0,45.16,0.0,0.0,0.0,0.0,58.0,58.0,3.9143,3.9143,3.9143,3.9143,43,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43632,16,23,212,1,3.9839,3.9839,0.0,3.9839,3.9839,0.0,44.62,0.0,0.0,0.0,0.0,58.0,58.0,3.9571,3.9571,3.9571,3.9571,25,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43633,16,161,212,1,3.1614,3.1614,0.0,3.1614,3.1614,0.0,36.04,0.0,0.0,0.0,0.0,58.0,58.0,3.0429,3.0429,3.0429,3.0429,161,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43636,16,96,212,1,3.7685,3.7685,0.0,3.7685,3.7685,0.0,40.7,0.0,0.0,0.0,0.0,58.0,58.0,3.7333,3.7333,3.7333,3.7333,90,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43638,16,28,212,1,3.975,3.975,0.0,3.975,3.975,0.0,47.7,0.0,0.0,0.0,0.0,61.0,61.0,3.8714,3.8714,3.8714,3.8714,56,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43647,16,39,212,1,3.95,3.95,0.0,3.95,3.95,0.0,42.66,0.0,0.0,0.0,0.0,58.0,58.0,3.9,3.9,3.9,3.9,49,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43648,16,78,212,1,3.8264,3.8264,0.0,3.8264,3.8264,0.0,40.56,0.0,0.0,0.0,0.0,58.0,58.0,3.9,3.9,3.9,3.9,49,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43650,16,173,212,1,2.9804,2.9804,0.0,2.9804,2.9804,0.0,33.38,0.0,0.0,0.0,0.0,61.0,61.0,2.2833,2.2833,2.2833,2.2833,180,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43651,16,199,212,1,2.2298,2.2298,0.0,2.2298,2.2298,0.0,20.96,0.0,0.0,0.0,0.0,60.0,51.0,0.0,0.0,0.0,0.0,207,209,1.0,1.0,2023-2024,2026-02-22T00:20:58.442389
43652,16,139,212,1,3.4684,3.4684,0.0,3.4684,3.4684,0.0,39.54,0.0,0.0,0.0,0.0,58.0,58.0,3.1571,3.1571,3.1571,3.1571,151,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43653,16,1,212,1,4.0,4.0,0.0,4.0,4.0,0.0,47.2,0.0,0.0,0.0,0.0,61.0,61.0,4.0,4.0,4.0,4.0,1,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43656,16,164,212,1,3.0898,3.0898,0.0,3.0898,3.0898,0.0,36.46,0.0,0.0,0.0,0.0,61.0,61.0,3.2857,3.2857,3.2857,3.2857,139,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43663,16,109,212,1,3.6596,3.6596,0.0,3.6596,3.6596,0.0,38.06,0.0,0.0,0.0,0.0,63.0,63.0,3.1571,3.1571,3.1571,3.1571,151,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43666,16,54,212,1,3.9093,3.9093,0.0,3.9093,3.9093,0.0,42.22,0.0,0.0,0.0,0.0,58.0,58.0,3.85,3.85,3.85,3.85,70,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43668,16,135,212,1,3.5088,3.5088,0.0,3.5088,3.5088,0.0,40.0,0.0,0.0,0.0,0.0,58.0,58.0,3.4286,3.4286,3.4286,3.4286,124,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43669,16,51,212,1,3.9138,3.9138,0.0,3.9138,3.9138,0.0,45.4,0.0,0.0,0.0,0.0,61.0,61.0,3.9571,3.9571,3.9571,3.9571,25,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43671,16,177,212,1,2.8639,2.8639,0.0,2.8639,2.8639,0.0,20.62,0.0,0.0,0.0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2023-2024,2026-02-22T00:20:58.442389
43677,16,32,212,1,3.9649,3.9649,0.0,3.9649,3.9649,0.0,45.2,0.0,0.0,0.0,0.0,58.0,58.0,3.7571,3.7571,3.7571,3.7571,87,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43678,16,149,212,1,3.3388,3.3388,0.0,3.3388,3.3388,0.0,32.72,0.0,0.0,0.0,0.0,58.0,58.0,3.2167,3.2167,3.2167,3.2167,147,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43700,16,45,212,1,3.9333,3.9333,0.0,3.9333,3.9333,0.0,44.84,0.0,0.0,0.0,0.0,58.0,58.0,3.9571,3.9571,3.9571,3.9571,25,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43723,16,14,212,1,3.99,3.99,0.0,3.99,3.99,0.0,47.88,0.0,0.0,0.0,0.0,61.0,61.0,3.9143,3.9143,3.9143,3.9143,43,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43729,16,57,212,1,3.898,3.898,0.0,3.898,3.898,0.0,39.76,0.0,0.0,0.0,0.0,55.0,55.0,3.9,3.9,3.9,3.9,49,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43734,16,187,212,1,2.4691,2.4691,0.0,2.4691,2.4691,0.0,27.16,0.0,0.0,0.0,0.0,58.0,58.0,1.3857,1.3857,1.3857,1.3857,201,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43788,16,44,212,1,3.9352,3.9352,0.0,3.9352,3.9352,0.0,42.5,0.0,0.0,0.0,0.0,58.0,58.0,3.8333,3.8333,3.8333,3.8333,72,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43791,16,42,212,1,3.9404,3.9404,0.0,3.9404,3.9404,0.0,44.92,0.0,0.0,0.0,0.0,58.0,58.0,4.0,4.0,4.0,4.0,1,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43833,16,97,212,1,3.7531,3.7531,0.0,3.7531,3.7531,0.0,36.78,0.0,0.0,0.0,0.0,58.0,58.0,3.95,3.95,3.95,3.95,37,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43861,16,33,212,1,3.9625,3.9625,0.0,3.9625,3.9625,0.0,44.38,0.0,0.0,0.0,0.0,58.0,58.0,3.9571,3.9571,3.9571,3.9571,25,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
44171,16,1,212,1,4.0,4.0,0.0,4.0,4.0,0.0,48.0,0.0,0.0,0.0,0.0,61.0,61.0,4.0,4.0,4.0,4.0,1,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
44536,16,98,212,1,3.7411,3.7411,0.0,3.7411,3.7411,0.0,41.9,0.0,0.0,0.0,0.0,58.0,58.0,3.6714,3.6714,3.6714,3.6714,100,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
44574,16,103,212,1,3.6947,3.6947,0.0,3.6947,3.6947,0.0,42.12,0.0,0.0,0.0,0.0,58.0,58.0,3.6714,3.6714,3.6714,3.6714,100,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
44674,16,1,212,1,4.0,4.0,0.0,4.0,4.0,0.0,28.0,0.0,0.0,0.0,0.0,37.0,37.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2023-2024,2026-02-22T00:20:58.442389
44929,16,160,212,1,3.1636,3.1636,0.0,3.1636,3.1636,0.0,20.88,0.0,0.0,0.0,0.0,37.0,37.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2023-2024,2026-02-22T00:20:58.442389
45773,16,141,212,1,3.439,3.439,0.0,3.439,3.439,0.0,40.58,0.0,0.0,0.0,0.0,61.0,61.0,3.5857,3.5857,3.5857,3.5857,112,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43164,16,52,212,1,3.9125,3.9125,0.0,3.9125,3.9125,0.0,43.82,0.0,0.0,0.0,0.0,58.0,58.0,3.9,3.9,3.9,3.9,49,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43181,16,94,212,1,3.7768,3.7768,0.0,3.7768,3.7768,0.0,42.3,0.0,0.0,0.0,0.0,58.0,58.0,3.4429,3.4429,3.4429,3.4429,122,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43427,16,209,212,1,1.3922,1.3922,0.0,1.3922,1.3922,0.0,14.2,0.0,0.0,0.0,0.0,55.0,55.0,1.7143,1.7143,1.7143,1.7143,199,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43436,16,86,212,1,3.8105,3.8105,0.0,3.8105,3.8105,0.0,43.44,0.0,0.0,0.0,0.0,58.0,58.0,3.7286,3.7286,3.7286,3.7286,93,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43440,16,130,212,1,3.5451,3.5451,0.0,3.5451,3.5451,0.0,36.16,0.0,0.0,0.0,0.0,63.0,63.0,3.6167,3.6167,3.6167,3.6167,109,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43526,16,132,212,1,3.5283,3.5283,0.0,3.5283,3.5283,0.0,37.4,0.0,0.0,0.0,0.0,61.0,61.0,3.5,3.5,3.5,3.5,114,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43529,16,127,212,1,3.56,3.56,0.0,3.56,3.56,0.0,42.72,0.0,0.0,0.0,0.0,61.0,61.0,3.6571,3.6571,3.6571,3.6571,105,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43530,16,1,212,1,4.0,4.0,0.0,4.0,4.0,0.0,47.2,0.0,0.0,0.0,0.0,61.0,61.0,4.0,4.0,4.0,4.0,1,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43534,16,69,212,1,3.8536,3.8536,0.0,3.8536,3.8536,0.0,43.16,0.0,0.0,0.0,0.0,58.0,58.0,3.8714,3.8714,3.8714,3.8714,56,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43535,16,121,212,1,3.593,3.593,0.0,3.593,3.593,0.0,40.96,0.0,0.0,0.0,0.0,58.0,58.0,3.4857,3.4857,3.4857,3.4857,115,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43539,16,1,212,1,4.0,4.0,0.0,4.0,4.0,0.0,47.2,0.0,0.0,0.0,0.0,63.0,63.0,4.0,4.0,4.0,4.0,1,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43540,16,14,212,1,3.99,3.99,0.0,3.99,3.99,0.0,47.88,0.0,0.0,0.0,0.0,63.0,63.0,4.0,4.0,4.0,4.0,1,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43542,16,162,212,1,3.125,3.125,0.0,3.125,3.125,0.0,37.5,0.0,0.0,0.0,0.0,61.0,61.0,3.4286,3.4286,3.4286,3.4286,124,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43548,16,180,212,1,2.7956,2.7956,0.0,2.7956,2.7956,0.0,25.16,0.0,0.0,0.0,0.0,57.0,57.0,2.8333,2.8333,2.8333,2.8333,168,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43550,16,19,212,1,3.9891,3.9891,0.0,3.9891,3.9891,0.0,43.88,0.0,0.0,0.0,0.0,61.0,61.0,4.0,4.0,4.0,4.0,1,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43551,16,151,212,1,3.3036,3.3036,0.0,3.3036,3.3036,0.0,37.0,0.0,0.0,0.0,0.0,58.0,58.0,3.3286,3.3286,3.3286,3.3286,135,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43552,16,114,212,1,3.6352,3.6352,0.0,3.6352,3.6352,0.0,39.26,0.0,0.0,0.0,0.0,55.0,55.0,3.4857,3.4857,3.4857,3.4857,115,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43556,16,115,212,1,3.6169,3.6169,0.0,3.6169,3.6169,0.0,42.68,0.0,0.0,0.0,0.0,61.0,61.0,3.4286,3.4286,3.4286,3.4286,124,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43558,16,66,212,1,3.8596,3.8596,0.0,3.8596,3.8596,0.0,44.0,0.0,0.0,0.0,0.0,58.0,58.0,3.8714,3.8714,3.8714,3.8714,56,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43560,16,133,212,1,3.5241,3.5241,0.0,3.5241,3.5241,0.0,38.06,0.0,0.0,0.0,0.0,58.0,58.0,3.4714,3.4714,3.4714,3.4714,119,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43561,16,62,212,1,3.8857,3.8857,0.0,3.8857,3.8857,0.0,43.52,0.0,0.0,0.0,0.0,58.0,58.0,3.8571,3.8571,3.8571,3.8571,68,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43562,16,168,212,1,3.0265,3.0265,0.0,3.0265,3.0265,0.0,29.66,0.0,0.0,0.0,0.0,60.0,60.0,2.1,2.1,2.1,2.1,191,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43563,16,38,212,1,3.9518,3.9518,0.0,3.9518,3.9518,0.0,44.26,0.0,0.0,0.0,0.0,61.0,60.0,4.0,4.0,4.0,4.0,1,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43567,16,102,212,1,3.6981,3.6981,0.0,3.6981,3.6981,0.0,39.2,0.0,0.0,0.0,0.0,58.0,58.0,3.8833,3.8833,3.8833,3.8833,55,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43568,16,22,212,1,3.9842,3.9842,0.0,3.9842,3.9842,0.0,45.42,0.0,0.0,0.0,0.0,58.0,58.0,4.0,4.0,4.0,4.0,1,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43581,16,16,212,1,3.9898,3.9898,0.0,3.9898,3.9898,0.0,47.08,0.0,0.0,0.0,0.0,61.0,61.0,3.9571,3.9571,3.9571,3.9571,25,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43584,16,157,212,1,3.2067,3.2067,0.0,3.2067,3.2067,0.0,38.48,0.0,0.0,0.0,0.0,61.0,61.0,3.0429,3.0429,3.0429,3.0429,161,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43585,16,122,212,1,3.5875,3.5875,0.0,3.5875,3.5875,0.0,40.18,0.0,0.0,0.0,0.0,58.0,58.0,3.4857,3.4857,3.4857,3.4857,115,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43600,16,47,212,1,3.9226,3.9226,0.0,3.9226,3.9226,0.0,41.58,0.0,0.0,0.0,0.0,58.0,56.0,3.7571,3.7571,3.7571,3.7571,87,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43622,16,46,212,1,3.9316,3.9316,0.0,3.9316,3.9316,0.0,44.82,0.0,0.0,0.0,0.0,58.0,58.0,3.8286,3.8286,3.8286,3.8286,75,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43630,16,166,212,1,3.0696,3.0696,0.0,3.0696,3.0696,0.0,34.38,0.0,0.0,0.0,0.0,58.0,58.0,3.1143,3.1143,3.1143,3.1143,155,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43642,16,138,212,1,3.4807,3.4807,0.0,3.4807,3.4807,0.0,39.68,0.0,0.0,0.0,0.0,58.0,58.0,3.6714,3.6714,3.6714,3.6714,100,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43645,16,20,212,1,3.9847,3.9847,0.0,3.9847,3.9847,0.0,47.02,0.0,0.0,0.0,0.0,61.0,61.0,4.0,4.0,4.0,4.0,1,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43659,16,198,212,1,2.2351,2.2351,0.0,2.2351,2.2351,0.0,16.54,0.0,0.0,0.0,0.0,58.0,42.0,0.0,0.0,0.0,0.0,207,209,0.0,0.0,2023-2024,2026-02-22T00:20:58.442389
43679,16,99,212,1,3.716,3.716,0.0,3.716,3.716,0.0,37.16,0.0,0.0,0.0,0.0,58.0,58.0,3.8333,3.8333,3.8333,3.8333,72,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43680,16,190,212,1,2.3375,2.3375,0.0,2.3375,2.3375,0.0,26.18,0.0,0.0,0.0,0.0,58.0,58.0,1.9571,1.9571,1.9571,1.9571,193,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43681,16,75,212,1,3.8393,3.8393,0.0,3.8393,3.8393,0.0,43.0,0.0,0.0,0.0,0.0,58.0,58.0,3.6286,3.6286,3.6286,3.6286,107,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43711,16,185,212,1,2.4893,2.4893,0.0,2.4893,2.4893,0.0,27.88,0.0,0.0,0.0,0.0,58.0,58.0,2.1143,2.1143,2.1143,2.1143,190,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43724,16,77,212,1,3.8298,3.8298,0.0,3.8298,3.8298,0.0,43.66,0.0,0.0,0.0,0.0,58.0,58.0,3.2429,3.2429,3.2429,3.2429,144,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
43783,16,65,212,1,3.8685,3.8685,0.0,3.8685,3.8685,0.0,41.78,0.0,0.0,0.0,0.0,55.0,55.0,3.7714,3.7714,3.7714,3.7714,84,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
44106,16,23,212,1,3.9839,3.9839,0.0,3.9839,3.9839,0.0,44.62,0.0,0.0,0.0,0.0,58.0,58.0,4.0,4.0,4.0,4.0,1,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
44139,16,100,212,1,3.7113,3.7113,0.0,3.7113,3.7113,0.0,39.34,0.0,0.0,0.0,0.0,58.0,58.0,3.7833,3.7833,3.7833,3.7833,81,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
44240,16,93,212,1,3.7843,3.7843,0.0,3.7843,3.7843,0.0,38.6,0.0,0.0,0.0,0.0,58.0,58.0,3.3429,3.3429,3.3429,3.3429,131,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
44255,16,158,212,1,3.204,3.204,0.0,3.204,3.204,0.0,32.04,0.0,0.0,0.0,0.0,58.0,58.0,2.7167,2.7167,2.7167,2.7167,171,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
44268,16,147,212,1,3.3625,3.3625,0.0,3.3625,3.3625,0.0,37.66,0.0,0.0,0.0,0.0,58.0,58.0,2.7714,2.7714,2.7714,2.7714,169,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
44292,16,89,212,1,3.7912,3.7912,0.0,3.7912,3.7912,0.0,43.22,0.0,0.0,0.0,0.0,58.0,58.0,3.7143,3.7143,3.7143,3.7143,96,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
44526,16,191,212,1,2.3167,2.3167,0.0,2.3167,2.3167,0.0,22.24,0.0,0.0,0.0,0.0,58.0,57.0,2.5,2.5,2.5,2.5,174,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
44657,16,31,212,1,3.9684,3.9684,0.0,3.9684,3.9684,0.0,45.24,0.0,0.0,0.0,0.0,58.0,58.0,3.9571,3.9571,3.9571,3.9571,25,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
44851,16,113,212,1,3.6357,3.6357,0.0,3.6357,3.6357,0.0,40.72,0.0,0.0,0.0,0.0,58.0,58.0,3.8714,3.8714,3.8714,3.8714,56,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
45015,16,91,212,1,3.7868,3.7868,0.0,3.7868,3.7868,0.0,40.14,0.0,0.0,0.0,0.0,55.0,55.0,3.2857,3.2857,3.2857,3.2857,139,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
45089,16,193,212,1,2.2875,2.2875,0.0,2.2875,2.2875,0.0,21.96,0.0,0.0,0.0,0.0,60.0,60.0,1.7833,1.7833,1.7833,1.7833,197,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
45091,16,181,212,1,2.766,2.766,0.0,2.766,2.766,0.0,29.32,0.0,0.0,0.0,0.0,58.0,58.0,3.2286,3.2286,3.2286,3.2286,146,209,7.0,7.0,2023-2024,2026-02-22T00:20:58.442389
