StudentID,SchoolCode,ClassRank,ClassSize,ClassRank1012,GPA_CumulativeAcademic,GPA_CumulativeTotal,GPA_CumulativeAcademic1012,GPA_CumulativeAcademicNonWeighted,GPA_CumulativeTotalNonWeighted,GPA_CumulativeAcademic1012NonWeighted,GradePointsCumulative,GPA_UC_Preliminary,GPA_CSU_Preliminary,GPA_CumulativeCitizenship,GPA_GradeReportingCitizenship,CreditsAttempted,CreditsCompleted,GPA_GradeReportingAcademic,GPA_GradeReportingTotal,GPA_GradeReportingAcademicNonWeighted,GPA_GradeReportingTotalNonWeighted,GradeReportingClassRank,GradeReportingClassSize,GradeReportingCreditsAttempted,GradeReportingCreditsCompleted,AcademicYear,ExtractedAt
42720,16,20,218,1,3.9885,3.9885,0.0,3.9885,3.9885,0.0,41.48,0.0,0.0,0.0,0.0,54.0,54.0,4.0,4.0,4.0,4.0,1,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42796,16,58,218,1,3.9,3.9,0.0,3.9,3.9,0.0,38.22,0.0,0.0,0.0,0.0,51.0,51.0,3.7833,3.7833,3.7833,3.7833,96,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42814,16,28,218,1,3.9791,3.9791,0.0,3.9791,3.9791,0.0,34.22,0.0,0.0,0.0,0.0,51.0,51.0,3.95,3.95,3.95,3.95,57,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42817,16,78,218,1,3.8269,3.8269,0.0,3.8269,3.8269,0.0,39.8,0.0,0.0,0.0,0.0,54.0,54.0,3.7833,3.7833,3.7833,3.7833,96,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42818,16,81,218,1,3.8,3.8,0.0,3.8,3.8,0.0,39.52,0.0,0.0,0.0,0.0,54.0,54.0,4.0,4.0,4.0,4.0,1,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42819,16,34,218,1,3.9648,3.9648,0.0,3.9648,3.9648,0.0,42.82,0.0,0.0,0.0,0.0,57.0,57.0,3.9571,3.9571,3.9571,3.9571,48,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42821,16,14,218,1,3.9945,3.9945,0.0,3.9945,3.9945,0.0,43.94,0.0,0.0,0.0,0.0,57.0,57.0,4.0,4.0,4.0,4.0,1,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42822,16,102,218,1,3.7122,3.7122,0.0,3.7122,3.7122,0.0,36.38,0.0,0.0,0.0,0.0,51.0,51.0,3.7333,3.7333,3.7333,3.7333,104,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42829,16,152,218,1,3.3022,3.3022,0.0,3.3022,3.3022,0.0,30.38,0.0,0.0,0.0,0.0,48.0,48.0,3.4,3.4,3.4,3.4,142,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42830,16,172,218,1,3.117,3.117,0.0,3.117,3.117,0.0,33.04,0.0,0.0,0.0,0.0,56.0,56.0,3.3,3.3,3.3,3.3,156,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42848,16,69,218,1,3.8717,3.8717,0.0,3.8717,3.8717,0.0,35.62,0.0,0.0,0.0,0.0,52.0,52.0,3.95,3.95,3.95,3.95,57,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42849,16,164,218,1,3.22,3.22,0.0,3.22,3.22,0.0,35.42,0.0,0.0,0.0,0.0,57.0,57.0,3.5,3.5,3.5,3.5,135,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42850,16,70,218,1,3.863,3.863,0.0,3.863,3.863,0.0,35.54,0.0,0.0,0.0,0.0,48.0,48.0,3.65,3.65,3.65,3.65,116,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42851,16,1,218,1,4.0,4.0,0.0,4.0,4.0,0.0,39.2,0.0,0.0,0.0,0.0,60.0,57.0,4.0,4.0,4.0,4.0,1,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42853,16,46,218,1,3.9306,3.9306,0.0,3.9306,3.9306,0.0,38.52,0.0,0.0,0.0,0.0,51.0,51.0,3.95,3.95,3.95,3.95,57,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42857,16,111,218,1,3.6479,3.6479,0.0,3.6479,3.6479,0.0,35.02,0.0,0.0,0.0,0.0,51.0,51.0,3.9,3.9,3.9,3.9,71,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42861,16,19,218,1,3.9889,3.9889,0.0,3.9889,3.9889,0.0,43.08,0.0,0.0,0.0,0.0,57.0,57.0,4.0,4.0,4.0,4.0,1,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42862,16,1,218,1,4.0,4.0,0.0,4.0,4.0,0.0,44.0,0.0,0.0,0.0,0.0,57.0,57.0,4.0,4.0,4.0,4.0,1,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42865,16,134,218,1,3.5,3.5,0.0,3.5,3.5,0.0,31.5,0.0,0.0,0.0,0.0,54.0,54.0,3.8,3.8,3.8,3.8,93,218,5.0,5.0,2021-2022,2026-02-22T00:18:16.459886
42871,16,22,218,1,3.9878,3.9878,0.0,3.9878,3.9878,0.0,39.08,0.0,0.0,0.0,0.0,51.0,51.0,4.0,4.0,4.0,4.0,1,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42874,16,101,218,1,3.7135,3.7135,0.0,3.7135,3.7135,0.0,38.62,0.0,0.0,0.0,0.0,54.0,54.0,3.6167,3.6167,3.6167,3.6167,120,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42890,16,16,218,1,3.9939,3.9939,0.0,3.9939,3.9939,0.0,39.14,0.0,0.0,0.0,0.0,51.0,51.0,4.0,4.0,4.0,4.0,1,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42891,16,180,218,1,2.9647,2.9647,0.0,2.9647,2.9647,0.0,30.24,0.0,0.0,0.0,0.0,54.0,53.0,3.5286,3.5286,3.5286,3.5286,132,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42895,16,48,218,1,3.9286,3.9286,0.0,3.9286,3.9286,0.0,38.5,0.0,0.0,0.0,0.0,57.0,57.0,3.9,3.9,3.9,3.9,71,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42898,16,1,218,1,4.0,4.0,0.0,4.0,4.0,0.0,36.8,0.0,0.0,0.0,0.0,48.0,48.0,4.0,4.0,4.0,4.0,1,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42904,16,125,218,1,3.5702,3.5702,0.0,3.5702,3.5702,0.0,33.56,0.0,0.0,0.0,0.0,57.0,57.0,3.4,3.4,3.4,3.4,142,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42942,16,178,218,1,2.9921,2.9921,0.0,2.9921,2.9921,0.0,22.74,0.0,0.0,0.0,0.0,54.0,54.0,2.48,2.48,2.48,2.48,195,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42950,16,132,218,1,3.5173,3.5173,0.0,3.5173,3.5173,0.0,36.58,0.0,0.0,0.0,0.0,54.0,54.0,3.6167,3.6167,3.6167,3.6167,120,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
43048,16,22,218,1,3.9878,3.9878,0.0,3.9878,3.9878,0.0,39.08,0.0,0.0,0.0,0.0,51.0,51.0,4.0,4.0,4.0,4.0,1,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
43074,16,0,0,1,3.9677,3.9677,0.0,3.9677,3.9677,0.0,24.6,0.0,0.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2021-2022,2026-02-22T00:18:16.459886
43083,16,89,218,1,3.7423,3.7423,0.0,3.7423,3.7423,0.0,38.92,0.0,0.0,0.0,0.0,54.0,54.0,3.5,3.5,3.5,3.5,135,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
43089,16,112,218,1,3.6365,3.6365,0.0,3.6365,3.6365,0.0,37.82,0.0,0.0,0.0,0.0,54.0,54.0,3.6143,3.6143,3.6143,3.6143,124,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
43105,16,174,218,1,3.0829,3.0829,0.0,3.0829,3.0829,0.0,21.58,0.0,0.0,0.0,0.0,51.0,42.0,0.0,0.0,0.0,0.0,218,218,1.0,1.0,2021-2022,2026-02-22T00:18:16.459886
43363,16,61,218,1,3.8962,3.8962,0.0,3.8962,3.8962,0.0,40.52,0.0,0.0,0.0,0.0,54.0,54.0,3.9571,3.9571,3.9571,3.9571,48,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
43377,16,31,218,1,3.9709,3.9709,0.0,3.9709,3.9709,0.0,43.68,0.0,0.0,0.0,0.0,57.0,57.0,4.0,4.0,4.0,4.0,1,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
43420,16,88,218,1,3.7565,3.7565,0.0,3.7565,3.7565,0.0,34.56,0.0,0.0,0.0,0.0,48.0,48.0,3.7833,3.7833,3.7833,3.7833,96,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
43507,16,123,218,1,3.5759,3.5759,0.0,3.5759,3.5759,0.0,38.62,0.0,0.0,0.0,0.0,57.0,57.0,3.6333,3.6333,3.6333,3.6333,117,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
43732,16,194,218,1,2.726,2.726,0.0,2.726,2.726,0.0,27.26,0.0,0.0,0.0,0.0,54.0,54.0,2.7571,2.7571,2.7571,2.7571,188,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
43759,16,41,218,1,3.95,3.95,0.0,3.95,3.95,0.0,36.34,0.0,0.0,0.0,0.0,51.0,51.0,4.0,4.0,4.0,4.0,1,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
43811,16,108,218,1,3.6857,3.6857,0.0,3.6857,3.6857,0.0,36.12,0.0,0.0,0.0,0.0,57.0,57.0,3.7333,3.7333,3.7333,3.7333,104,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
43832,16,1,218,1,4.0,4.0,0.0,4.0,4.0,0.0,44.0,0.0,0.0,0.0,0.0,57.0,57.0,4.0,4.0,4.0,4.0,1,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
44930,16,26,218,1,3.9816,3.9816,0.0,3.9816,3.9816,0.0,39.02,0.0,0.0,0.0,0.0,60.0,60.0,4.0,4.0,4.0,4.0,1,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42263,16,37,218,1,3.9587,3.9587,0.0,3.9587,3.9587,0.0,36.42,0.0,0.0,0.0,0.0,48.0,48.0,4.0,4.0,4.0,4.0,1,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42264,16,65,218,1,3.8865,3.8865,0.0,3.8865,3.8865,0.0,40.42,0.0,0.0,0.0,0.0,54.0,54.0,3.8571,3.8571,3.8571,3.8571,85,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42285,16,162,218,1,3.2463,3.2463,0.0,3.2463,3.2463,0.0,26.62,0.0,0.0,0.0,0.0,51.0,51.0,3.4,3.4,3.4,3.4,142,218,5.0,5.0,2021-2022,2026-02-22T00:18:16.459886
42352,16,44,218,1,3.9404,3.9404,0.0,3.9404,3.9404,0.0,40.98,0.0,0.0,0.0,0.0,54.0,54.0,3.85,3.85,3.85,3.85,88,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42460,16,121,218,1,3.5938,3.5938,0.0,3.5938,3.5938,0.0,34.5,0.0,0.0,0.0,0.0,51.0,51.0,3.4,3.4,3.4,3.4,142,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42516,16,161,218,1,3.2471,3.2471,0.0,3.2471,3.2471,0.0,33.12,0.0,0.0,0.0,0.0,54.0,54.0,3.4429,3.4429,3.4429,3.4429,141,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42673,16,24,218,1,3.9857,3.9857,0.0,3.9857,3.9857,0.0,39.06,0.0,0.0,0.0,0.0,57.0,57.0,4.0,4.0,4.0,4.0,1,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42674,16,203,218,1,2.4042,2.4042,0.0,2.4042,2.4042,0.0,23.08,0.0,0.0,0.0,0.0,54.0,53.0,1.8333,1.8333,1.8333,1.8333,208,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42675,16,0,0,1,1.573,1.573,0.0,1.573,1.573,0.0,11.64,0.0,0.0,0.0,0.0,50.0,39.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2021-2022,2026-02-22T00:18:16.459886
42676,16,169,218,1,3.158,3.158,0.0,3.158,3.158,0.0,31.58,0.0,0.0,0.0,0.0,57.0,57.0,2.95,2.95,2.95,2.95,180,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42677,16,130,218,1,3.5313,3.5313,0.0,3.5313,3.5313,0.0,33.9,0.0,0.0,0.0,0.0,51.0,51.0,3.6,3.6,3.6,3.6,126,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42678,16,51,218,1,3.9212,3.9212,0.0,3.9212,3.9212,0.0,40.78,0.0,0.0,0.0,0.0,54.0,54.0,4.0,4.0,4.0,4.0,1,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42685,16,1,218,1,4.0,4.0,0.0,4.0,4.0,0.0,39.2,0.0,0.0,0.0,0.0,51.0,51.0,4.0,4.0,4.0,4.0,1,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42688,16,1,218,1,4.0,4.0,0.0,4.0,4.0,0.0,41.6,0.0,0.0,0.0,0.0,54.0,54.0,4.0,4.0,4.0,4.0,1,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42689,16,120,218,1,3.6083,3.6083,0.0,3.6083,3.6083,0.0,34.64,0.0,0.0,0.0,0.0,54.0,54.0,3.3833,3.3833,3.3833,3.3833,150,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42690,16,199,218,1,2.5417,2.5417,0.0,2.5417,2.5417,0.0,24.4,0.0,0.0,0.0,0.0,53.0,51.0,2.6167,2.6167,2.6167,2.6167,193,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42698,16,84,218,1,3.7945,3.7945,0.0,3.7945,3.7945,0.0,41.74,0.0,0.0,0.0,0.0,57.0,57.0,3.5714,3.5714,3.5714,3.5714,130,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42704,16,110,218,1,3.6481,3.6481,0.0,3.6481,3.6481,0.0,37.94,0.0,0.0,0.0,0.0,54.0,54.0,3.7333,3.7333,3.7333,3.7333,104,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42707,16,99,218,1,3.7143,3.7143,0.0,3.7143,3.7143,0.0,36.4,0.0,0.0,0.0,0.0,57.0,57.0,3.6833,3.6833,3.6833,3.6833,112,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42710,16,82,218,1,3.7979,3.7979,0.0,3.7979,3.7979,0.0,36.46,0.0,0.0,0.0,0.0,51.0,51.0,3.4,3.4,3.4,3.4,142,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42713,16,137,218,1,3.4712,3.4712,0.0,3.4712,3.4712,0.0,36.1,0.0,0.0,0.0,0.0,54.0,54.0,3.7143,3.7143,3.7143,3.7143,109,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42716,16,93,218,1,3.7327,3.7327,0.0,3.7327,3.7327,0.0,41.06,0.0,0.0,0.0,0.0,57.0,57.0,3.9571,3.9571,3.9571,3.9571,48,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42721,16,63,218,1,3.8904,3.8904,0.0,3.8904,3.8904,0.0,40.46,0.0,0.0,0.0,0.0,54.0,54.0,4.0,4.0,4.0,4.0,1,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42727,16,53,218,1,3.9204,3.9204,0.0,3.9204,3.9204,0.0,38.42,0.0,0.0,0.0,0.0,54.0,54.0,3.9571,3.9571,3.9571,3.9571,48,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42732,16,39,218,1,3.9538,3.9538,0.0,3.9538,3.9538,0.0,41.12,0.0,0.0,0.0,0.0,54.0,54.0,4.0,4.0,4.0,4.0,1,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42738,16,29,218,1,3.9769,3.9769,0.0,3.9769,3.9769,0.0,41.36,0.0,0.0,0.0,0.0,54.0,54.0,4.0,4.0,4.0,4.0,1,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42739,16,159,218,1,3.25,3.25,0.0,3.25,3.25,0.0,29.9,0.0,0.0,0.0,0.0,48.0,48.0,2.95,2.95,2.95,2.95,180,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42740,16,148,218,1,3.36,3.36,0.0,3.36,3.36,0.0,30.24,0.0,0.0,0.0,0.0,51.0,51.0,3.34,3.34,3.34,3.34,153,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42743,16,117,218,1,3.6204,3.6204,0.0,3.6204,3.6204,0.0,35.48,0.0,0.0,0.0,0.0,54.0,54.0,3.94,3.94,3.94,3.94,64,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42746,16,105,218,1,3.694,3.694,0.0,3.694,3.694,0.0,36.94,0.0,0.0,0.0,0.0,54.0,54.0,3.85,3.85,3.85,3.85,88,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42750,16,15,218,1,3.9942,3.9942,0.0,3.9942,3.9942,0.0,41.54,0.0,0.0,0.0,0.0,54.0,54.0,4.0,4.0,4.0,4.0,1,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42770,16,146,218,1,3.3918,3.3918,0.0,3.3918,3.3918,0.0,33.24,0.0,0.0,0.0,0.0,51.0,51.0,3.6286,3.6286,3.6286,3.6286,118,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42779,16,57,218,1,3.9038,3.9038,0.0,3.9038,3.9038,0.0,40.6,0.0,0.0,0.0,0.0,54.0,54.0,4.0,4.0,4.0,4.0,1,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42783,16,66,218,1,3.8848,3.8848,0.0,3.8848,3.8848,0.0,35.74,0.0,0.0,0.0,0.0,48.0,48.0,3.94,3.94,3.94,3.94,64,218,5.0,5.0,2021-2022,2026-02-22T00:18:16.459886
42794,16,0,0,1,3.2364,3.2364,0.0,3.2364,3.2364,0.0,21.36,0.0,0.0,0.0,0.0,36.0,35.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2021-2022,2026-02-22T00:18:16.459886
42797,16,212,218,1,2.1102,2.1102,0.0,2.1102,2.1102,0.0,20.68,0.0,0.0,0.0,0.0,51.0,51.0,1.9667,1.9667,1.9667,1.9667,206,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42802,16,156,218,1,3.2667,3.2667,0.0,3.2667,3.2667,0.0,35.28,0.0,0.0,0.0,0.0,57.0,57.0,3.3286,3.3286,3.3286,3.3286,155,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42809,16,38,218,1,3.9551,3.9551,0.0,3.9551,3.9551,0.0,38.76,0.0,0.0,0.0,0.0,54.0,54.0,3.8571,3.8571,3.8571,3.8571,85,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42834,16,73,218,1,3.8442,3.8442,0.0,3.8442,3.8442,0.0,39.98,0.0,0.0,0.0,0.0,57.0,57.0,3.7571,3.7571,3.7571,3.7571,102,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42835,16,68,218,1,3.8755,3.8755,0.0,3.8755,3.8755,0.0,37.98,0.0,0.0,0.0,0.0,54.0,54.0,3.7286,3.7286,3.7286,3.7286,108,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42852,16,115,218,1,3.63,3.63,0.0,3.63,3.63,0.0,36.3,0.0,0.0,0.0,0.0,52.0,52.0,3.55,3.55,3.55,3.55,131,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42856,16,143,218,1,3.4087,3.4087,0.0,3.4087,3.4087,0.0,31.36,0.0,0.0,0.0,0.0,48.0,48.0,3.3833,3.3833,3.3833,3.3833,150,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42894,16,18,218,1,3.9935,3.9935,0.0,3.9935,3.9935,0.0,36.74,0.0,0.0,0.0,0.0,51.0,51.0,4.0,4.0,4.0,4.0,1,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
42897,16,176,218,1,3.0615,3.0615,0.0,3.0615,3.0615,0.0,31.84,0.0,0.0,0.0,0.0,57.0,57.0,3.0,3.0,3.0,3.0,176,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42919,16,198,218,1,2.5591,2.5591,0.0,2.5591,2.5591,0.0,22.52,0.0,0.0,0.0,0.0,54.0,49.0,2.6286,2.6286,2.6286,2.6286,191,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
42927,16,109,218,1,3.6774,3.6774,0.0,3.6774,3.6774,0.0,38.98,0.0,0.0,0.0,0.0,57.0,57.0,3.7714,3.7714,3.7714,3.7714,100,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
43055,16,79,218,1,3.8239,3.8239,0.0,3.8239,3.8239,0.0,35.18,0.0,0.0,0.0,0.0,51.0,51.0,3.7833,3.7833,3.7833,3.7833,96,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
43066,16,144,218,1,3.398,3.398,0.0,3.398,3.398,0.0,33.3,0.0,0.0,0.0,0.0,54.0,54.0,3.8571,3.8571,3.8571,3.8571,85,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
43071,16,1,218,1,4.0,4.0,0.0,4.0,4.0,0.0,41.6,0.0,0.0,0.0,0.0,54.0,54.0,4.0,4.0,4.0,4.0,1,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
43102,16,83,218,1,3.7978,3.7978,0.0,3.7978,3.7978,0.0,34.94,0.0,0.0,0.0,0.0,51.0,51.0,3.6167,3.6167,3.6167,3.6167,120,218,6.0,6.0,2021-2022,2026-02-22T00:18:16.459886
43187,16,1,218,1,4.0,4.0,0.0,4.0,4.0,0.0,41.6,0.0,0.0,0.0,0.0,54.0,54.0,4.0,4.0,4.0,4.0,1,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
43306,16,168,218,1,3.1588,3.1588,0.0,3.1588,3.1588,0.0,32.22,0.0,0.0,0.0,0.0,54.0,54.0,2.8833,2.8833,2.8833,2.8833,183,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
43314,16,133,218,1,3.502,3.502,0.0,3.502,3.502,0.0,35.72,0.0,0.0,0.0,0.0,54.0,54.0,3.8286,3.8286,3.8286,3.8286,90,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
43317,16,106,218,1,3.6885,3.6885,0.0,3.6885,3.6885,0.0,38.36,0.0,0.0,0.0,0.0,54.0,54.0,3.8143,3.8143,3.8143,3.8143,92,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
43381,16,1,218,1,4.0,4.0,0.0,4.0,4.0,0.0,41.6,0.0,0.0,0.0,0.0,54.0,54.0,4.0,4.0,4.0,4.0,1,218,7.0,7.0,2021-2022,2026-02-22T00:18:16.459886
