StudentID,SchoolCode,ClassRank,ClassSize,ClassRank1012,GPA_CumulativeAcademic,GPA_CumulativeTotal,GPA_CumulativeAcademic1012,GPA_CumulativeAcademicNonWeighted,GPA_CumulativeTotalNonWeighted,GPA_CumulativeAcademic1012NonWeighted,GradePointsCumulative,GPA_UC_Preliminary,GPA_CSU_Preliminary,GPA_CumulativeCitizenship,GPA_GradeReportingCitizenship,CreditsAttempted,CreditsCompleted,GPA_GradeReportingAcademic,GPA_GradeReportingTotal,GPA_GradeReportingAcademicNonWeighted,GPA_GradeReportingTotalNonWeighted,GradeReportingClassRank,GradeReportingClassSize,GradeReportingCreditsAttempted,GradeReportingCreditsCompleted,AcademicYear,ExtractedAt
43629,16,113,195,1,3.4117,3.4117,0.0,3.4117,3.4117,0.0,40.94,0.0,0.0,0.0,0.0,63.0,63.0,2.9,2.9,2.9,2.9,136,194,7.0,7.0,2024-2025,2026-02-22T00:22:24.545336
43672,16,73,195,1,3.7891,3.7891,0.0,3.7891,3.7891,0.0,41.68,0.0,0.0,0.0,0.0,63.0,63.0,3.5286,3.5286,3.5286,3.5286,96,194,7.0,7.0,2024-2025,2026-02-22T00:22:24.545336
43684,16,1,195,1,4.0,4.0,0.0,4.0,4.0,0.0,47.2,0.0,0.0,0.0,0.0,63.0,63.0,4.0,4.0,4.0,4.0,1,194,7.0,7.0,2024-2025,2026-02-22T00:22:24.545336
43730,16,161,195,1,2.66,2.66,0.0,2.66,2.66,0.0,31.92,0.0,0.0,0.0,0.0,63.0,63.0,1.8571,1.8571,1.8571,1.8571,172,194,7.0,7.0,2024-2025,2026-02-22T00:22:24.545336
43746,16,79,195,1,3.7712,3.7712,0.0,3.7712,3.7712,0.0,44.5,0.0,0.0,0.0,0.0,63.0,62.0,3.85,3.85,3.85,3.85,65,194,6.0,6.0,2024-2025,2026-02-22T00:22:24.545336
43747,16,1,195,1,4.0,4.0,0.0,4.0,4.0,0.0,47.2,0.0,0.0,0.0,0.0,63.0,63.0,4.0,4.0,4.0,4.0,1,194,7.0,7.0,2024-2025,2026-02-22T00:22:24.545336
43748,16,50,195,1,3.9033,3.9033,0.0,3.9033,3.9033,0.0,46.84,0.0,0.0,0.0,0.0,63.0,63.0,3.8714,3.8714,3.8714,3.8714,57,194,7.0,7.0,2024-2025,2026-02-22T00:22:24.545336
43749,16,48,195,1,3.9233,3.9233,0.0,3.9233,3.9233,0.0,47.08,0.0,0.0,0.0,0.0,63.0,63.0,3.8571,3.8571,3.8571,3.8571,61,194,7.0,7.0,2024-2025,2026-02-22T00:22:24.545336
43750,16,137,195,1,3.0719,3.0719,0.0,3.0719,3.0719,0.0,35.02,0.0,0.0,0.0,0.0,63.0,63.0,2.4,2.4,2.4,2.4,159,194,7.0,7.0,2024-2025,2026-02-22T00:22:24.545336
43943,16,101,195,1,3.5733,3.5733,0.0,3.5733,3.5733,0.0,42.88,0.0,0.0,0.0,0.0,63.0,62.0,3.7571,3.7571,3.7571,3.7571,73,194,7.0,7.0,2024-2025,2026-02-22T00:22:24.545336
43989,16,23,195,1,3.9831,3.9831,0.0,3.9831,3.9831,0.0,47.0,0.0,0.0,0.0,0.0,63.0,63.0,3.9,3.9,3.9,3.9,53,194,7.0,7.0,2024-2025,2026-02-22T00:22:24.545336
44023,16,112,195,1,3.437,3.437,0.0,3.437,3.437,0.0,37.12,0.0,0.0,0.0,0.0,67.0,67.0,3.2167,3.2167,3.2167,3.2167,124,194,7.0,7.0,2024-2025,2026-02-22T00:22:24.545336
44039,16,114,195,1,3.4,3.4,0.0,3.4,3.4,0.0,40.8,0.0,0.0,0.0,0.0,63.0,63.0,3.4429,3.4429,3.4429,3.4429,109,194,7.0,7.0,2024-2025,2026-02-22T00:22:24.545336
44070,16,1,195,1,4.0,4.0,0.0,4.0,4.0,0.0,48.0,0.0,0.0,0.0,0.0,63.0,63.0,4.0,4.0,4.0,4.0,1,194,7.0,7.0,2024-2025,2026-02-22T00:22:24.545336
44071,16,66,195,1,3.822,3.822,0.0,3.822,3.822,0.0,45.1,0.0,0.0,0.0,0.0,63.0,63.0,3.8143,3.8143,3.8143,3.8143,68,194,7.0,7.0,2024-2025,2026-02-22T00:22:24.545336
44072,16,92,195,1,3.67,3.67,0.0,3.67,3.67,0.0,44.04,0.0,0.0,0.0,0.0,63.0,63.0,3.6286,3.6286,3.6286,3.6286,85,194,7.0,7.0,2024-2025,2026-02-22T00:22:24.545336
44073,16,29,195,1,3.9695,3.9695,0.0,3.9695,3.9695,0.0,46.84,0.0,0.0,0.0,0.0,63.0,63.0,4.0,4.0,4.0,4.0,1,194,7.0,7.0,2024-2025,2026-02-22T00:22:24.545336
44078,16,46,195,1,3.925,3.925,0.0,3.925,3.925,0.0,47.1,0.0,0.0,0.0,0.0,63.0,63.0,4.0,4.0,4.0,4.0,1,194,7.0,7.0,2024-2025,2026-02-22T00:22:24.545336
44080,16,36,195,1,3.9517,3.9517,0.0,3.9517,3.9517,0.0,47.42,0.0,0.0,0.0,0.0,63.0,63.0,3.9143,3.9143,3.9143,3.9143,49,194,7.0,7.0,2024-2025,2026-02-22T00:22:24.545336
44081,16,69,195,1,3.8034,3.8034,0.0,3.8034,3.8034,0.0,44.88,0.0,0.0,0.0,0.0,63.0,63.0,3.8571,3.8571,3.8571,3.8571,61,194,7.0,7.0,2024-2025,2026-02-22T00:22:24.545336
44082,16,83,195,1,3.7386,3.7386,0.0,3.7386,3.7386,0.0,42.62,0.0,0.0,0.0,0.0,63.0,63.0,3.8,3.8,3.8,3.8,70,194,7.0,7.0,2024-2025,2026-02-22T00:22:24.545336
44086,16,53,195,1,3.8847,3.8847,0.0,3.8847,3.8847,0.0,45.84,0.0,0.0,0.0,0.0,63.0,63.0,3.7143,3.7143,3.7143,3.7143,79,194,7.0,7.0,2024-2025,2026-02-22T00:22:24.545336
