StudentID,AcademicYear,ExtractedAt,AttendanceProgramCodePrimary,ReportingSchoolCode,DaysCompleteIndependentStudy,DaysIncompleteIndependentStudy,DaysInSchoolSuspension,PeriodsExpectedToAttend,PeriodsAttended,PeriodsOutOfSchoolSuspension,PeriodsAttendedInSchoolSuspension,PeriodsExcusedAbsence,PeriodsUnexcusedAbsence,PeriodsCompleteIndependentStudy,PeriodsIncompleteIndependentStudy,SchoolYear,SchoolCode,DaysEnrolled,DaysPresent,DaysAbsence,DaysExcused,DaysUnexcused,DaysTardy,DaysOfTruancy,DaysSuspension
42730,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022,16,180,157,23,20,3,0,3,0
42730,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,16,180,167,13,11,2,0,2,0
42734,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2013-2014,14,180,168,12,7,5,2,0,0
42734,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2014-2015,14,179,166,13,11,2,0,2,0
42734,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2015-2016,14,180,173,7,7,0,0,0,0
42734,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,14,180,176,4,4,0,0,0,0
42734,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,14,179,168,11,10,1,2,1,0
42734,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,14,179,169,10,9,1,0,1,0
42734,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020,14,177,163,14,14,0,0,0,0
42734,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021,16,180,170,10,10,0,0,3,0
42734,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022,16,180,163,17,17,0,1,0,0
42734,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,16,180,155,25,25,0,10,0,0
42735,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2013-2014,19,180,172,8,6,2,14,0,0
42735,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,19,179,178,1,1,0,8,0,0
42735,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020,19,177,177,0,0,0,9,0,0
42735,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021,16,180,179,1,1,0,0,5,0
42735,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022,16,180,178,2,1,1,2,1,0
42735,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,16,180,172,8,5,3,4,3,0
42741,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2013-2014,19,180,169,11,7,4,21,0,0
42741,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2014-2015,19,179,170,9,8,1,17,1,0
42741,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2015-2016,19,180,177,3,2,1,24,1,0
42741,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,19,180,173,7,7,0,11,0,0
42741,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,19,179,173,6,6,0,9,0,0
42741,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,19,179,164,15,15,0,10,0,0
42741,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020,19,177,171,6,6,0,4,0,0
42741,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021,16,180,172,8,6,2,0,5,0
42741,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022,16,180,162,18,13,5,11,5,0
42741,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,16,180,162,18,18,0,13,0,0
42749,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2013-2014,19,180,174,6,6,0,4,0,0
42749,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2014-2015,19,179,176,3,3,0,1,0,0
42749,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2015-2016,19,180,176,4,4,0,3,0,0
42749,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,19,180,171,9,7,2,3,2,0
42749,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,19,179,168,11,9,2,8,2,0
42749,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,19,179,171,8,8,0,7,0,0
42749,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020,19,177,170,7,6,1,2,1,0
42749,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021,16,180,180,0,0,0,0,1,0
42749,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022,16,180,171,9,5,4,1,4,0
42749,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,16,180,168,12,12,0,0,0,0
42753,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2013-2014,19,180,171,9,2,7,1,0,0
42753,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2014-2015,19,179,177,2,1,1,1,1,0
42753,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2015-2016,19,180,178,2,2,0,0,0,0
42753,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,19,180,168,12,9,3,0,3,0
42753,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,19,179,173,6,6,0,0,0,0
42753,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,19,179,174,5,5,0,0,0,0
42753,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020,19,177,177,0,0,0,0,0,0
42753,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021,16,180,180,0,0,0,0,6,0
42753,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022,16,180,177,3,3,0,0,0,0
42753,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,16,180,174,6,6,0,1,0,0
42756,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2014-2015,19,179,176,3,2,1,0,1,0
42756,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2015-2016,19,180,179,1,1,0,0,0,0
42756,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,19,180,178,2,1,1,0,1,0
42756,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,19,179,179,0,0,0,0,0,0
42756,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,19,179,179,0,0,0,0,0,0
42756,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020,19,177,177,0,0,0,0,0,0
42756,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021,16,180,180,0,0,0,0,2,0
42756,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022,16,180,180,0,0,0,0,0,0
42756,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,16,180,179,1,1,0,1,0,0
42765,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2013-2014,19,180,175,5,5,0,0,0,0
42765,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2014-2015,19,179,165,14,14,0,1,0,0
42765,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2015-2016,19,180,174,6,6,0,5,0,0
42765,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,19,180,169,11,11,0,4,0,0
42765,2022-2023,2026-02-22T00:18:21.256627,I,0,6,0,0,0,0,0,0,0,0,0,0,2017-2018,19,6,6,0,0,0,0,0,0
42765,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,19,173,172,1,1,0,3,0,0
42765,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,19,179,172,7,3,4,1,4,0
42765,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020,19,177,177,0,0,0,0,0,0
42765,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021,16,180,180,0,0,0,0,3,0
42765,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022,16,180,180,0,0,0,6,0,0
42765,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,16,180,172,8,3,5,9,5,0
42766,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2013-2014,19,180,174,6,3,3,1,0,0
42766,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2014-2015,19,179,166,13,4,9,1,9,0
42766,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2015-2016,19,180,178,2,2,0,1,0,0
42766,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,19,180,176,4,2,2,0,2,0
42766,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,19,179,178,1,0,1,1,1,0
42766,2022-2023,2026-02-22T00:18:21.256627,I,0,5,0,0,0,0,0,0,0,0,0,0,2018-2019,19,5,5,0,0,0,0,0,0
42766,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,19,174,171,3,3,0,1,0,0
42766,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020,19,177,174,3,3,0,2,0,0
42766,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021,16,180,180,0,0,0,0,1,0
42766,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022,16,180,169,11,10,1,3,1,0
42766,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,16,180,171,9,9,0,2,0,0
42767,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2013-2014,19,180,173,7,5,2,1,0,0
42767,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2014-2015,19,179,175,4,1,3,0,3,0
42767,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2015-2016,19,180,176,4,4,0,6,0,0
42767,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,19,180,178,2,2,0,6,0,0
42767,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,19,179,170,9,7,2,4,2,0
42767,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,19,179,178,1,1,0,10,0,0
42767,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020,19,177,176,1,1,0,1,0,0
42767,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021,16,180,176,4,1,3,0,10,0
42767,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022,16,180,174,6,6,0,1,0,0
42767,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,16,180,169,11,11,0,2,0,0
42768,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2013-2014,19,180,178,2,0,2,0,0,0
42768,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2014-2015,19,179,173,6,1,5,2,5,0
42768,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2015-2016,19,180,172,8,5,3,0,3,0
42768,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,19,180,174,6,2,4,3,4,0
42768,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,19,179,171,8,5,3,0,3,0
42768,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,19,179,178,1,0,1,0,1,0
42768,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020,19,177,177,0,0,0,0,0,0
42768,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021,16,180,180,0,0,0,0,5,0
42768,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022,16,180,178,2,2,0,2,0,0
42768,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,16,180,177,3,3,0,3,0,0
42772,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2013-2014,14,180,169,11,4,7,9,0,0
42772,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2014-2015,14,179,167,12,9,3,1,3,0
42772,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2015-2016,14,180,165,15,10,5,4,5,0
42772,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,14,180,160,20,15,5,10,5,0
42772,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,14,179,160,19,16,3,4,3,0
42772,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,14,179,164,15,14,1,12,1,0
42772,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020,14,177,166,11,7,4,4,4,0
42772,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021,16,180,179,1,1,0,0,8,0
42772,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022,16,180,153,27,21,6,2,6,0
42772,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,16,180,167,13,11,2,5,2,0
42774,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2013-2014,19,180,176,4,4,0,14,0,0
42774,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2014-2015,19,179,167,12,9,3,15,3,0
42774,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2015-2016,19,180,174,6,0,6,17,6,0
42774,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,19,180,170,10,10,0,24,0,0
42774,2022-2023,2026-02-22T00:18:21.256627,I,0,9,0,0,0,0,0,0,0,0,0,0,2017-2018,19,9,9,0,0,0,0,0,0
42774,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,19,170,163,7,6,1,18,1,0
42774,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,19,170,164,6,5,1,28,2,0
42774,2022-2023,2026-02-22T00:18:21.256627,I,0,9,0,0,0,0,0,0,0,0,0,0,2018-2019,19,9,9,0,0,0,0,0,0
42774,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020,19,169,159,10,10,0,20,0,0
42774,2022-2023,2026-02-22T00:18:21.256627,I,0,8,0,0,0,0,0,0,0,0,0,0,2019-2020,19,8,8,0,0,0,0,0,0
42774,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021,16,180,180,0,0,0,0,5,0
42774,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022,16,180,163,17,14,3,29,3,0
42774,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,16,180,168,12,9,3,35,3,0
42778,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2013-2014,14,180,173,7,4,3,2,0,0
42778,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2014-2015,14,179,159,20,15,5,1,5,0
42778,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2015-2016,14,180,175,5,2,3,0,3,0
42778,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,14,180,174,6,5,1,0,1,0
42778,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,14,173,164,9,8,1,0,1,0
42778,2022-2023,2026-02-22T00:18:21.256627,I,0,6,0,0,0,0,0,0,0,0,0,0,2017-2018,14,6,6,0,0,0,0,0,0
42778,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,14,179,163,16,12,4,0,4,0
42778,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020,14,177,169,8,6,2,0,2,0
42778,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021,16,180,179,1,1,0,0,3,0
42778,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022,16,180,170,10,7,3,0,3,0
42778,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,16,180,169,11,6,5,0,5,0
42793,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2013-2014,19,180,160,20,8,12,11,0,0
42793,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2014-2015,19,179,149,30,27,3,10,3,0
42793,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2015-2016,19,180,175,5,3,2,8,2,0
42793,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,12,5,0,5,0,5,0,5,0
42793,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,14,174,164,10,6,4,5,4,0
42793,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,19,179,154,25,23,2,16,2,0
42793,2022-2023,2026-02-22T00:18:21.256627,I,0,2,1,0,0,0,0,0,0,0,0,0,2019-2020,19,3,2,0,0,0,0,0,0
42793,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020,19,174,160,14,11,3,22,5,0
42793,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021,16,180,176,4,2,2,0,2,0
42793,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022,16,180,164,16,13,3,25,3,0
42793,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,16,180,144,36,26,10,31,10,0
42795,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2013-2014,14,180,177,3,2,1,11,0,0
42795,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2014-2015,14,179,177,2,0,2,5,2,0
42795,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2015-2016,14,180,179,1,1,0,13,0,0
42795,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,14,180,178,2,2,0,2,0,0
42795,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,14,179,175,4,4,0,0,0,0
42795,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,14,179,176,3,1,2,0,2,0
42795,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020,14,177,177,0,0,0,2,0,0
42795,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021,16,180,173,7,3,4,0,19,0
42795,2022-2023,2026-02-22T00:18:21.256627,,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022,16,180,166,14,7,7,36,7,0
