StudentID,AcademicYear,ExtractedAt,AttendanceProgramCodePrimary,ReportingSchoolCode,DaysCompleteIndependentStudy,DaysIncompleteIndependentStudy,DaysInSchoolSuspension,PeriodsExpectedToAttend,PeriodsAttended,PeriodsOutOfSchoolSuspension,PeriodsAttendedInSchoolSuspension,PeriodsExcusedAbsence,PeriodsUnexcusedAbsence,PeriodsCompleteIndependentStudy,PeriodsIncompleteIndependentStudy,SchoolYear,SchoolCode,DaysEnrolled,DaysPresent,DaysAbsence,DaysExcused,DaysUnexcused,DaysTardy,DaysOfTruancy,DaysSuspension
43164,2023-2024,2026-02-22T00:19:42.807544,,0,0,0,0,0,0,0,0,0,0,0,0,2014-2015,14,179,169,10,8,2,7,2,0
43164,2023-2024,2026-02-22T00:19:42.807544,,0,0,0,0,0,0,0,0,0,0,0,0,2015-2016,14,180,171,9,8,1,8,1,0
43164,2023-2024,2026-02-22T00:19:42.807544,,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,14,180,175,5,3,2,16,2,0
43164,2023-2024,2026-02-22T00:19:42.807544,,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,14,179,172,7,7,0,37,0,0
43164,2023-2024,2026-02-22T00:19:42.807544,,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,14,179,175,4,4,0,22,0,0
43164,2023-2024,2026-02-22T00:19:42.807544,,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020,14,177,173,4,4,0,1,0,0
43164,2023-2024,2026-02-22T00:19:42.807544,,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021,14,180,178,2,1,1,0,1,0
43164,2023-2024,2026-02-22T00:19:42.807544,,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022,16,180,170,10,6,4,6,4,0
43164,2023-2024,2026-02-22T00:19:42.807544,,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,16,180,166,14,11,3,2,3,0
43164,2023-2024,2026-02-22T00:19:42.807544,,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024,16,180,171,9,6,3,0,3,0
43181,2023-2024,2026-02-22T00:19:42.807544,,0,0,0,0,0,0,0,0,0,0,0,0,2015-2016,14,180,169,11,6,5,16,5,0
43181,2023-2024,2026-02-22T00:19:42.807544,,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,14,175,171,4,1,3,20,3,0
43181,2023-2024,2026-02-22T00:19:42.807544,I,0,5,0,0,0,0,0,0,0,0,0,0,2016-2017,14,5,5,0,0,0,0,0,0
